15.3208830417618872467900861919226860889786023247688006445976372472844213832907532855541947314412427233463647101554689334046490922756246777288858122966421650758798105319402789655136462330646587758048333230823502669743420095793546146093780053887522323509761863606181217774465456393924166842124858399708	-3.25731904767306177934127538408053729343581507551142833269266188433340928741109319336486702320515e-8	1.17603473367553615895538355630511580397265879973818195633069005426721455260300567731369052226825e-6
14.7759701073411926506636640676466644066889303994603906718722017188629758956213860588634200571338885799988970026954654278915178140800025823271323250643276581736979374892764167435614635486574025800916759815355817477480381899207085330691418753987545266769919324556824262356954301265194258868937203234072	-3.9592513774915140548228030017192144242846092900870336776974455196740824265335266655789467176242e-8	1.45572715035053063049976975367871657227716100339886746714437926659215516096001814713224438777748e-6
14.2640371858512793215974245537571218764622078967487913096353125112818986202262652359457421796256033627266166939232648300349743123145986285340046493092039395759101124415585130130075069549128257131780893520242344778657658678515761120940164892489160088535910366582226128254141440565549964347198891335822	-4.7855978574670358071105643959128641037058857357817779823716757533081477321415314625038262781962e-8	1.77367745496253808251201518156137240149392634831482517173188078466411527223419358739509493174233e-6
13.7824755741301155800816625489878646792365923346467765895565451063873097724690992176354844655091573679662056678394788734958994287322174906930721844664692922145363358480675694008040934433985475167769168763806459386311047367415268235989906318888537152694664177856964683713195430849064717829173607291383	-5.7534295911074943042445734075947630597444487171053484238178471412902507560246120453760154711276e-8	2.13271711025396465389648965409369085810956041658335260811686940219743209728016024095034995603942e-6
13.3289294933509987426240705095986729244224921594930282831941076664829975760601199072093926469871359102588968046863035687022301617606106068966738835476737062163690006133088667659987492590441164923645553499611445045215345071254011452646225057720079398191753926674469642772535646386208209464831293819117	-6.8813888980022939806796026016096653038539717868680399309179057923576191667840355073014878706745e-8	2.53579825484681940504672121208059699697994606010415675017809138872625267724612373675102127602752e-6
12.9012672231941491823759375752382646560656641795411990889271880516816943425862095309254001749121159915773606844713836257304042524069660670010879536621700614215880149335649372671534795397527298064900383473645698868968996657003336052147700487867432655658100328823885338633043947744233289107367255291873	-8.1897368347288163458276699233683273945667368969813581998366274821867523176481683200273488557917e-8	2.98597920699494045702800516641340879992583878790466080892761806066212515448246944926068033372489e-6
12.4975560076418373819012356971813793347743264776250520184761383777838920373528244927727632773219610161706832970255455160442693625907806045564779455370548859259296328216970549972500622204431307760754964755955795334564563224861200559447618156337445904734432039064039086488618690494015147930638493754091	-9.7003917609730257347226357094103674442912252861750878945025879057864894033526673996986814687478e-8	3.4864111768049533410331557985425738684810958001949438028031745745799176611211453869773579983082e-6
12.1160401795299404317993271354870150211608270143323526969472539653854296425483735671681462320595068820867931370745215569620762231908730894963869899536612389466315950970325452246546004358643846055077029358162340024045319870769853546246602081376873263907064146871977694876054162387285143109288968307197	-1.14369581457517639056983019885069806372991418329348350007508710058147417421864893319486902307174e-7	4.040325612781235902474402278228739093250985315593650913661920393429371309154657174281858155433e-6
11.7551220405187736214113185427739589563756427934756852286303097330914800778788510365475184011125034912199828246475943467907889321231977494063407856846005124430601472107135873205464535133396588672042504222601686987054705971297293567231962873419567469563489084293313948231098935672958771894742777476779	-1.34247449102902778229011392092721735180851336308320432300831137157015350102431687961629850211102e-7	4.6510218571023206009127890203368578141402863637147278148318603024949969850574316568708473396547e-6
11.4133451068519536713138547160523022762376952014745422844882309515602149317940649851659152662466013858182652223445113969286128105271527654831614019654191147409568494779209809703756059490646270634861997774762582508711884601886931321025933474427704179854413599918594260386834968467324637541656211597515	-1.56907727171953040573906643159723663517350214473031292561807243474319672473376824154868258275255e-7	5.3218549290492825282964567876748760577968267156583619163212852283990550196751488965251022036232e-6
11.0893793921769300462926930254488605656121911120792394723187198974654047036525092873737822380095694157903771269312945684869487721501146383991418146871208608434318754923825005634536602978251158050119753317722436749376868247078195816139933540391910692619048311919204241494519047125108790543511936922369	-1.82637697378928889816422189118031969614781571998669370885683946448993348889369998992452810527661e-7	6.0562233442029738293358462649573341940797538119722380364806763226446160188706525649052711496321e-6
10.7820084492084335284476523068319436801882567784831733006048359281231759069712464013115091219430948840996009062482892140211141433890454872603336453580199216355889768275263185306064036403323968196064680177741541762994342853324729519518925580814916487298060105474907268527082363228493101317368006437123	-2.11741555595646478467013705543764923564131190436798221691819132478985887381849986829076965099177e-7	6.8575569324378711113507512010332990230879282715595782035505809653710946377900773703369631530212e-6
10.4901179340460663739733768953229796465594812815025495336834073761472248033801031210773677551057701800595882222324454241435720202389714699000414787167566777080435897563807850296487519109400910507905779825656300471049054880972704190675470509174047827946213788568230617385318430265600842881599646900044	-2.44540130266414176900457053549104624265339992938265299524093297237166098324765565805661656790529e-7	7.7293046533561844741579247259405450664102910970284386131478476231576436647849006417605638245444e-6
10.2126854920489787217659266027318030015372688445690189536350406541600946428282307577961915607382800380683218251530266744796098446413982739816056326333785775964785090653420591816093838857228713384859622706242387267964932172702000366059060205339150750946506433767194137785423685376444003108231707144308	-2.813704794791415127381984904296818389000625409385137002392201419648224328680823267765677007757e-7	8.6749224309608074040745692297534438371066770505130856434628029833614628102085813066744208529901e-6
9.9487717935634479899694028446935749911241712552336371326311871333084612484795634752797757375017245255031395571046698367592005546982256949927711236126100972702694831050695502220056286351108048423427943319775232435295754615438903090510291276993773032590444453368313170875607301524163868752982529351451	-3.2258536736158541381152661385636538364070208569792880820912187035738030145998262068809117506963e-7	9.6978610443654265697610931819607833195995049453860271238036508518004914696053155471360972170434e-6
