-0.99	109.43986205290859529	0	3.33580235438997034336091343788486e-15	4.002760096840129888428011519763243e-10	-3.81582029769642194174278582405812e-12	-4.578752456431141868470789567794753e-7
-0.99	110.43843736546501713	0.033493649053890338309	3.13656632930150268075624595998374e-15	3.83214928999710000648936953433167e-10	-3.6186388720507163616321376411319e-12	-4.43308596687395437675567404824777e-7
-0.99	111.81054531549190416	0.125	3.11495997013091087326195010761357e-15	3.68204434283511216675812622028124e-10	-3.44083954695708830292930578463475e-12	-4.20962145937041053020854511611598e-7
-0.99	110.28262049641363703	0.25	4.33755727511996849988450449448392e-15	4.17617429758548524204937896439675e-10	-3.99333433835466601555157621719357e-12	-4.28075712856885434706557420661187e-7
-0.99	104.53583958604579639	0.375	8.45361877416533253297589321318489e-15	5.78613654279732977433307914300746e-10	-5.93623164188699643495939452229243e-12	-4.84220065547819618291849607240605e-7
-0.99	97.480452865583744119	0.46650635094610966169	1.70154971444581533436475672604635e-14	8.37475852436321145115106603011105e-10	-9.38772702958345192060908924258345e-12	-5.71816272308798371200808867633396e-7
-0.99	94.270482783614229355	0.5	2.31215681811307624322673100842179e-14	9.8882767151379871729338999709189e-10	-1.15625920596450936868368818195838e-11	-6.19069747427237633915411455030463e-7
-0.99	76.91609051414532367	0	4.82961724462058216565335480871436e-14	2.325997354469062901693679620834589e-9	-3.253124429810899269841839679125e-11	-1.566740889441494414302095896582753e-6
-0.99	77.618325078513072315	0.033493649053890338309	4.5404968839848655479939502035949e-14	2.22683085773425689530723061732797e-9	-3.08445527382721691720994902823231e-11	-1.516905741620814984705348101388163e-6
-0.99	78.59295079454582473	0.125	4.51479418290250559585746503804989e-14	2.139014669732432313682169018676824e-9	-2.93547229746988844932521958722388e-11	-1.440352781562781474147246723610473e-6
-0.99	77.554931923162820051	0.25	6.31371343516971422401751802659262e-14	2.423668327251030865502641082600467e-9	-3.42029726521083186432529670884827e-11	-1.464282656322876922574141263385826e-6
-0.99	73.577877969367829231	0.375	1.23802369988320725567848101766938e-13	3.35190828055484725346935614680017e-9	-5.11852974864009501004991726916598e-11	-1.655439666967679342870859919766372e-6
-0.99	68.682326490447702941	0.46650635094610966169	2.50681996566841678359530906956577e-13	4.84166555320505024881063845142266e-9	-8.15156427922337879956908138173235e-11	-1.953766345052969288454243875868385e-6
-0.99	66.453522752730830549	0.5	3.41565016892834680698493381153663e-13	5.71131853669825739967276767277894e-9	-1.00724225648323926153623740296493e-10	-2.11467068036818305911645958034939e-6
-0.99	41.702749319365287063	0	5.22912644037773169711334587513309e-12	4.9583690813274007793529115879683e-8	-1.40306153845841510849818105311386e-9	-0.00001330412838705296676663738449519315
-0.99	42.084096582853997703	0.033493649053890338309	4.91367107749954969389109562225955e-12	4.74641873462896632117910015271773e-8	-1.32948219534827622767930498491673e-9	-0.00001287994591618546231840034530346987
-0.99	42.629987582726591561	0.125	4.90771642198479762205287151370552e-12	4.55595465985961506778207685523693e-8	-1.26925360556972874851381609651943e-9	-0.00001222739384685317218245291476849729
-0.99	42.128785802078010848	0.25	6.96859916594426984414753374895677e-12	5.15130280521422143014603087605808e-8	-1.49963277598447584047098224781095e-9	-0.00001242635512704903860542867171765952
-0.99	40.079884240145912382	0.375	1.39640675288223463967774897731242e-11	7.096567525094715913329479988397e-8	-2.29742612015692786860602565577962e-9	-0.00001404232808802068463073395296276348
-0.99	37.536531109465383429	0.46650635094610966169	2.88761742124274974322824008488504e-11	1.020548781615248371376168924435548e-7	-3.74903124582469585664184808204445e-9	-0.0000165668788245907116352265221814796
-0.99	36.376499675871121315	0.5	3.97171631185959879288814244017798e-11	1.201377795948026189522645660268926e-7	-4.68416581051057711953924574618255e-9	-0.0000179291199451295928614117363140573
-0.99	24.801428525621240076	0	3.06495241443665509731888547446914e-10	6.78615128960414823311955256692835e-7	-3.75529234025833150843458397565804e-8	-0.0000831464196235120582068683704166619
-0.99	25.028810676275092484	0.033493649053890338309	2.87733543337109057741230526861883e-10	6.49350375297161167291649069311328e-7	-3.5541361906465536525287061136326e-8	-0.0000804671967562844058433689257177846
-0.99	25.372229152284759789	0.125	2.89837562038416776129170043364582e-10	6.22612420287499809696180024813226e-7	-3.41417956886742644442494931512513e-8	-0.0000763534894620934175073115181192637
-0.99	25.140839949842855124	0.25	4.23303506956091014654551307513647e-10	7.0250423162667067647864127900431e-7	-4.14208402853435152018400567669088e-8	-0.0000776188982447826744476601702907999
-0.99	24.040209858852867275	0.375	8.810849180192076155354022303088e-10	9.64038886853819120129363474557619e-7	-6.6227426465720340970558263946233e-8	-0.0000878297312794179444718443182636588
-0.99	22.652361795869106561	0.46650635094610966169	1.88480993907796582241360702207171e-9	1.37959368403420665597465948374903e-6	-1.12735662524459594280547883676176e-7	-0.0001038055886293599748364136861667194
-0.99	22.018057684831644666	0.5	2.62902642560137592998316659536387e-9	1.62004919692156560941401018532429e-6	-1.43474200821274586345458417594093e-7	-0.000112441774289888454538247013269151
-0.99	16.828210910304250561	0	7.2045755250838071555595579898867e-9	4.94998511596347433057524581437154e-6	-4.90221130042884366280385987260527e-7	-0.000336811973001677312063482584742927
-0.99	16.983230285740177313	0.033493649053890338309	6.7534889979637271735179609821661e-9	4.73262279550401724639598752940941e-6	-4.63144154756051461672166174714014e-7	-0.000325704403473081552154963772759725
